Address,Tokens Transaction,Ether Transaction
0x543f3b7233f461935255ba32f71b9d910f91f6a0,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xa7e5a837382c4b2a484bd2afadc8b5a5f6d74e87,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xc5063a157362676a666a06006ae836057724651b,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x2f144f05c5e07a51758bd1c8fa635ad79b7f4e5c,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xc6571c2fb66825f13b7751b1c334810d397618eb,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x48a0096b26fe285138b294afe0eb1dd705071dca,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xdfea9cd587575948171d336506437bf392f09e5a,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x892955812b9eb88e7fe01c4b8748f103ec5389ff,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x2f627d18dd72e3fd2f569e8fa9a1d12be047f948,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xb14c9be6df53fa0518f08e6b846879c55268fa8e,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xd1b78a6de9b9e57976ad83e92fccbee1cfbeb339,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x8908c7ed19595bf94b0622efb4e098648f16a26c,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x7c45fb10a18f834a47cc3f470e97140a399b6af8,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x24695e871abef73e9c5eeeb674a681ec40c074b8,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x6ae8ea3d4027dfbfdbc9b2e92f2c3d24997d1faa,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xa0592643b2f033247b56aba944d362dd0d0e6f66,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x7798ba9512b5a684c12e31518923ea4221a41fb9,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x35044cc44d0a2e627a6a3a0222172b0ce663b00c,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x11b9dd6d3129eb740011b1a948adcbcb67758a10,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x7adc125e67adbbfd1a14ee75cd66cef659dd4ae2,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x90a9cd24ba99fdacede78a21f89b868a9f8376f3,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x60a4cde035903034df511445053f7b89e4d48441,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x77158dab6bacee69a66218fdd295c8fd3d78d79f,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x519da2904086be868a50931d2f7ae24f4347b299,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x76936c74b4e359bc43ca8c39e74a0a74de5c9eb8,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0xfb408fa20c6f6da099a7492107bc3531911896e3,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x95b9f2f528338b0cdb3f14442837b0e7f05dceec,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x05f7f81ef8b158be44b96a3a3bd5351bdf28946c,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
0x61e6f8812198e172a6104f8c956e4b58859bfab8,https://zksync2-testnet.zkscan.io/tx/0x297c08bcf8980a430150094c0ea93cf5e5e4590d35c5a22487f4dad735355826,https://zksync2-testnet.zkscan.io/tx/0xe45bfc2dd9d14801b1c69d13d386d213f34ff684071773b5ee1eb90cb7bd7aaf
